OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
KUIPER-00546,2026-140Y,2026-09-20T22:00:03.000096,14.81179796,.00114162,51.9023,302.3638,141.0960,214.3316,0,U,69614,999,281,-.31561597E-2,-.24951E-3,0
KUIPER-00547,2026-140Z,2026-09-20T22:00:03.000096,15.32546065,.00108146,51.8829,295.4520,162.4163,281.6985,0,U,69615,999,565,-.36391801E-1,-.106844E-1,0
KUIPER-00549,2026-140AA,2026-09-20T22:00:03.000096,14.99117230,.00040981,51.9095,298.1405,244.7599,249.8923,0,U,69616,999,589,-.61284749E-1,-.701383E-2,0
KUIPER-00550,2026-140AB,2026-09-20T22:00:03.000096,15.01669516,.00044659,51.8874,301.9893,293.1524,215.2474,0,U,69617,999,204,-.78612207E-3,-.10585E-3,0
KUIPER-00551,2026-140AC,2026-09-19T16:59:06.648576,15.38458258,.00109799,51.8785,301.0146,146.8724,213.2953,0,U,69618,999,1578,.50013407E-3,.1896E-3,0
KUIPER-00554,2026-140AD,2026-09-20T13:42:42.279552,15.37198981,.00097909,51.8828,297.0499,161.6472,198.4870,0,U,69619,999,1591,.55924008E-3,.20382E-3,0
KUIPER-00555,2026-140AE,2026-09-20T02:37:58.804896,15.37108191,.00101704,51.8871,299.2432,149.6451,210.5127,0,U,69620,999,1584,.4882746E-3,.17688E-3,0
KUIPER-00556,2026-140AF,2026-09-20T09:47:16.572480,14.79684580,.00012316,51.8986,307.1072,346.5435,13.5495,0,U,69621,999,1576,.42657973E-2,.32263E-3,0
KUIPER-00557,2026-140AG,2026-09-20T22:00:03.000096,15.34696566,.00088604,51.8815,295.4863,169.1971,266.3130,0,U,69622,999,346,-.79214574E-2,-.262097E-2,0
KUIPER-00560,2026-140AH,2026-09-19T18:27:14.451264,15.37097804,.00081743,51.8793,301.4105,186.5114,173.5767,0,U,69623,999,1578,.27632858E-3,.982E-4,0
KUIPER-00561,2026-140AJ,2026-09-20T03:10:16.509792,14.79916968,.00006291,51.9027,313.2992,90.4493,269.6541,0,U,69624,999,1565,.2403621E-3,.1611E-4,0
KUIPER-00564,2026-140AK,2026-09-20T15:22:53.053248,14.78585078,.00009322,51.8982,308.5540,239.2092,120.8778,0,U,69625,999,1576,.19228452E-1,.144861E-2,0
KUIPER-00567,2026-140AL,2026-09-20T20:19:05.604096,14.79929684,.00021956,51.8985,305.1666,138.2462,221.8668,0,U,69626,999,1582,.21893512E-3,.1448E-4,0
KUIPER-00573,2026-140AM,2026-09-20T14:34:53.056992,14.79933314,.00004143,51.9024,308.7335,107.9384,252.1624,0,U,69627,999,1575,.2417606E-3,.1622E-4,0
CENTISPACE-1 GROUP 05 OBJECT J,2026-138J,2026-09-17T06:54:12.244608,14.06624070,.00066335,55.1491,301.6604,290.5163,69.5095,0,U,69636,999,1302,.76889121E-4,-.22E-6,0
VICTUS HAZE PUMA,2026-142A,2026-09-20T22:20:05.408160,15.21433193,.00156408,97.4515,160.4433,124.5189,235.7526,0,U,69646,999,1422,.11641419E-3,.2551E-4,0
HOKUSHIN-1,1998-067YH,2026-09-20T21:05:34.026720,15.54108988,.00058977,51.6302,184.5728,187.9348,172.1550,0,U,69648,999,1451,.32541076E-3,.21114E-3,0
STARLINK-37656,2026-143A,2026-09-20T00:33:21.818016,15.33450935,.00010518,97.2839,306.2812,92.5131,267.6232,0,U,69649,999,1514,.42912146E-3,.13806E-3,0
STARLINK-37646,2026-143B,2026-09-20T21:41:56.259168,15.33438563,.0002237,97.2835,307.0749,81.5423,278.6073,0,U,69650,999,1527,.43311471E-3,.13931E-3,0
STARLINK-37749,2026-143C,2026-09-20T13:28:35.919840,15.33449704,.00013394,97.2862,306.7751,60.2200,299.9176,0,U,69651,999,1522,.47592978E-3,.15323E-3,0
STARLINK-37819,2026-143D,2026-09-20T20:31:26.354496,15.33466517,.00013626,97.2836,306.9885,253.2433,106.8661,0,U,69652,999,1526,.54411685E-3,.17544E-3,0
STARLINK-37729,2026-143E,2026-09-19T08:32:41.791200,15.26415466,.00009979,97.2842,305.6751,97.3607,262.7746,0,U,69653,999,1504,.27844703E-3,.7179E-4,0
STARLINK-37838,2026-143F,2026-09-20T13:16:50.556288,15.33439704,.00006039,97.2829,306.7843,107.4728,252.6581,0,U,69654,999,1522,.6078673E-3,.19597E-3,0
STARLINK-37884,2026-143G,2026-09-20T14:27:19.659168,15.33462628,.00012645,97.2846,306.7199,93.3323,266.8065,0,U,69655,999,1522,.67977254E-3,.21947E-3,0
STARLINK-37876,2026-143H,2026-09-20T13:40:20.066016,15.33458690,.00007021,97.2845,306.7636,267.0744,93.0419,0,U,69656,999,1515,.39020006E-3,.12548E-3,0
STARLINK-37784,2026-143J,2026-09-20T02:11:15.529344,15.33426199,.00015983,97.2853,306.3408,94.3634,265.7791,0,U,69657,999,1508,.31835304E-3,.10211E-3,0
STARLINK-37851,2026-143K,2026-09-20T13:24:39.518208,15.33451048,.00003982,97.2838,306.7777,249.5165,110.6035,0,U,69658,999,1515,.15154251E-3,.4821E-4,0
STARLINK-37229,2026-143L,2026-09-20T14:19:29.563680,15.33448110,.00006249,97.2816,306.7281,131.3416,228.7881,0,U,69659,999,1516,.29575353E-3,.9486E-4,0
STARLINK-37556,2026-143M,2026-09-20T08:15:23.794560,15.33443554,.00008635,97.2847,306.4592,80.9167,279.2173,0,U,69660,999,1512,.39274227E-3,.12625E-3,0
STARLINK-37867,2026-143N,2026-09-20T22:01:30.161280,15.33444004,.00014776,97.2828,307.0591,119.5999,240.5392,0,U,69661,999,1520,.14358107E-3,.4563E-4,0
STARLINK-37852,2026-143P,2026-09-20T13:59:54.747456,15.33439822,.00009474,97.2868,306.7455,120.8103,239.3233,0,U,69662,999,1515,.9719521E-3,.31429E-3,0
STARLINK-37554,2026-143Q,2026-09-20T20:23:36.798144,15.33450563,.00006461,97.2849,306.9979,211.6148,148.5056,0,U,69663,999,1520,.48377821E-3,.15578E-3,0
STARLINK-37830,2026-143R,2026-09-20T14:23:24.634752,15.33439719,.00012093,97.2841,306.7226,110.6759,249.4614,0,U,69664,999,1515,.23233684E-4,.675E-5,0
STARLINK-37837,2026-143S,2026-09-19T13:31:40.303488,15.33453861,.00004133,97.2842,305.6837,89.0733,271.0557,0,U,69665,999,1499,.34317825E-3,.11023E-3,0
STARLINK-37943,2026-143T,2026-09-20T01:24:15.671808,15.33453185,.00011151,97.2853,306.2347,97.4339,262.7030,0,U,69666,999,1507,.45593685E-3,.14677E-3,0
STARLINK-37941,2026-143U,2026-09-20T13:48:10.813824,15.33465449,.00025354,97.2870,306.7563,88.3719,271.7814,0,U,69667,999,1515,.52743699E-3,.17003E-3,0
STARLINK-37930,2026-143V,2026-09-20T13:44:16.068480,15.33441059,.00008312,97.2852,306.7604,95.7614,264.3723,0,U,69668,999,1515,.31670961E-3,.10162E-3,0
STARLINK-37945,2026-143W,2026-09-20T13:36:26.092224,15.33347162,.00009041,97.2831,306.7674,74.6315,285.5028,0,U,69669,999,1515,-.12261894E-2,-.39335E-3,0
STARLINK-37948,2026-143X,2026-09-20T18:14:24.978048,15.33438205,.00007769,97.2839,306.9641,103.2268,256.9061,0,U,69670,999,1518,.67735065E-3,.21851E-3,0
STARLINK-37949,2026-143Y,2026-09-20T21:10:35.907456,15.33409680,.00017745,97.2880,307.1024,99.0797,261.0647,0,U,69671,999,1520,.66681847E-3,.2149E-3,0
STARLINK-37946,2026-143Z,2026-09-20T13:12:55.509408,15.33461775,.00009113,97.2875,306.7907,237.5460,122.5694,0,U,69672,999,1515,.35884996E-3,.11534E-3,0
TJS-26A,2026-144A,2026-09-20T18:58:03.601344,1.00271960,.00060674,6.8543,323.2082,339.5871,88.9463,0,U,69674,999,90,0,-.353E-5,0
STARLINK-38005,2026-145A,2026-09-20T12:44:46.852512,15.33460733,.00018937,97.2848,110.1306,69.9549,290.1897,0,U,69677,999,1354,.59850398E-3,.19306E-3,0
STARLINK-38009,2026-145B,2026-09-20T12:40:50.292768,15.33457713,.00027606,97.2843,110.1353,95.9846,264.1711,0,U,69678,999,1354,.45693473E-3,.14712E-3,0
STARLINK-37998,2026-145C,2026-09-20T13:55:13.477440,15.33456559,.00019036,97.2835,110.2178,110.4978,249.6469,0,U,69679,999,1355,.52270228E-3,.16844E-3,0
STARLINK-37994,2026-145D,2026-09-20T14:10:53.306400,15.33454606,.00018981,97.2837,110.2016,93.8555,266.2905,0,U,69680,999,1355,.4776197E-3,.15381E-3,0
STARLINK-37992,2026-145E,2026-09-20T12:33:00.467712,15.33444333,.0002167,97.2855,110.1416,91.6245,268.5246,0,U,69681,999,1354,.16438391E-3,.5236E-4,0
STARLINK-37997,2026-145F,2026-09-20T12:25:10.496640,15.33455689,.00021943,97.2864,110.1494,100.6161,259.5329,0,U,69682,999,1479,.58900624E-3,.18995E-3,0
STARLINK-37990,2026-145G,2026-09-20T21:52:53.867712,15.33444712,.00018837,97.2850,110.5303,90.3582,269.7876,0,U,69683,999,1360,.22744232E-3,.7275E-4,0
STARLINK-37951,2026-145H,2026-09-20T19:53:47.939712,15.75242469,.0001712,97.2861,114.0017,86.6845,273.4616,0,U,69684,999,1382,.11958432E-2,.182517E-2,0
STARLINK-37957,2026-145J,2026-09-20T15:21:21.861504,15.33449805,.00020432,97.2845,110.2875,90.7913,269.3564,0,U,69685,999,1356,.59492075E-3,.19184E-3,0
STARLINK-37968,2026-145K,2026-09-20T13:43:28.884576,15.33461855,.00022779,97.2816,110.2269,100.8027,259.3473,0,U,69686,999,1355,.46290759E-3,.14908E-3,0
STARLINK-37977,2026-145L,2026-09-20T12:05:37.677120,15.33448316,.00013693,97.2853,110.1663,54.6644,305.4727,0,U,69687,999,1354,.38361802E-3,.12331E-3,0
STARLINK-37908,2026-145M,2026-09-20T12:01:43.058784,15.33446591,.00028627,97.2811,110.1721,82.6697,277.4871,0,U,69688,999,1354,.6596611E-3,.21284E-3,0
STARLINK-37979,2026-145N,2026-09-20T11:57:46.008288,15.33450595,.00018505,97.2869,110.1735,78.3825,281.7625,0,U,69689,999,1354,.21382194E-3,.6835E-4,0
STARLINK-37940,2026-145P,2026-09-20T19:43:41.460960,15.33446404,.00018467,97.2832,110.5008,89.2821,270.8633,0,U,69690,999,1359,.30725977E-3,.9858E-4,0
STARLINK-37961,2026-145Q,2026-09-20T21:13:44.569632,15.33446711,.00018861,97.2845,110.5674,89.8534,270.2925,0,U,69691,999,1360,.27053097E-3,.8669E-4,0
STARLINK-37787,2026-145R,2026-09-20T13:12:09.494496,15.33444477,.00018663,97.2856,110.2586,90.8334,269.3123,0,U,69692,999,1355,.29640468E-3,.9506E-4,0
STARLINK-37962,2026-145S,2026-09-20T13:04:19.700544,15.33449531,.00011359,97.2853,110.2657,94.2149,265.9223,0,U,69693,999,1355,.35289092E-3,.11336E-3,0
STARLINK-37953,2026-145T,2026-09-20T19:35:51.523584,15.33447871,.00017032,97.2858,110.5072,93.2762,266.8675,0,U,69694,999,1359,.52175958E-3,.16809E-3,0
STARLINK-37926,2026-145U,2026-09-20T19:31:56.692704,15.33448299,.00016616,97.2860,110.5125,82.8253,277.3179,0,U,69695,999,1359,.5397463E-3,.17392E-3,0
STARLINK-37959,2026-145V,2026-09-20T13:08:14.542656,15.33460531,.00017473,97.2841,110.2639,99.9790,260.1650,0,U,69696,999,1355,.63113481E-3,.20366E-3,0
STARLINK-37976,2026-145W,2026-09-20T13:00:24.816960,15.33445652,.00016922,97.2848,110.2695,88.3671,271.7765,0,U,69697,999,1355,.33858311E-3,.10872E-3,0
STARLINK-37912,2026-145X,2026-09-20T12:56:29.891904,15.33447143,.00018454,97.2852,110.2752,91.7686,268.3768,0,U,69698,999,1355,.2442738E-3,.782E-4,0
STARLINK-37974,2026-145Y,2026-09-20T12:52:35.840352,15.33470671,.00016966,97.2844,110.2780,86.8243,273.3193,0,U,69699,999,1355,.44932946E-3,.14471E-3,0
STARLINK-37955,2026-145Z,2026-09-20T12:48:41.046624,15.33430289,.00012241,97.2857,110.2827,61.5728,298.5638,0,U,69700,999,1355,.26942596E-3,.8629E-4,0
STRIX-8,2026-146A,2026-09-20T17:27:29.589984,15.04861576,.00058181,41.9910,358.8627,117.6941,242.4477,0,U,69701,999,1295,.19821826E-3,.266E-4,0
STARLINK-38055,2026-147A,2026-09-20T20:38:22.837056,15.33435690,.00011963,97.2849,300.1345,100.7689,259.3688,0,U,69704,999,1428,.43360113E-3,.13945E-3,0
STARLINK-37898,2026-147B,2026-09-20T12:44:37.056480,15.33466412,.00011988,97.2840,299.8127,261.8022,98.3085,0,U,69705,999,1423,.63687378E-3,.20555E-3,0
STARLINK-37970,2026-147C,2026-09-20T14:14:40.850304,15.33455011,.00014812,97.2868,299.8847,35.5878,324.5464,0,U,69706,999,1424,.34215505E-3,.10991E-3,0
STARLINK-37975,2026-147D,2026-09-20T14:10:45.991776,15.33463118,.00016275,97.2838,299.8884,101.5829,258.5597,0,U,69707,999,1424,.68462431E-3,.22105E-3,0
STARLINK-37972,2026-147E,2026-09-20T20:22:43.569696,15.33462525,.00013814,97.2858,300.1531,84.8233,275.3167,0,U,69708,999,1428,.42422467E-3,.13653E-3,0
STARLINK-37963,2026-147F,2026-09-20T09:17:06.577152,15.33451891,.00002528,97.2860,299.7034,108.0054,252.1217,0,U,69709,999,1421,.33920303E-3,.10894E-3,0
STARLINK-37969,2026-147G,2026-09-20T21:44:56.410080,15.33440705,.00014084,97.2843,300.2221,91.8596,268.2808,0,U,69710,999,1429,.11904658E-3,.377E-4,0
STARLINK-37956,2026-147H,2026-09-20T20:07:03.622368,15.33452801,.0000653,97.2828,300.1599,110.7431,249.3882,0,U,69711,999,1428,.34889322E-3,.11208E-3,0
STARLINK-38043,2026-147J,2026-09-20T13:47:15.103968,15.33450660,.00006108,97.2830,299.9093,256.5922,103.5252,0,U,69712,999,1424,.5388019E-3,.17362E-3,0
STARLINK-38020,2026-147K,2026-09-20T10:35:25.080864,15.33441332,.00012518,97.2842,299.7816,104.4933,255.6449,0,U,69713,999,1422,-.15971585E-4,-.591E-5,0
STARLINK-38059,2026-147L,2026-09-20T19:55:18.302016,15.33474808,.00005674,97.2839,300.1715,116.3448,243.7854,0,U,69714,999,1428,.58446283E-3,.18858E-3,0
STARLINK-38061,2026-147M,2026-09-20T13:35:31.357824,15.33438054,.00002521,97.2841,299.9199,314.3240,45.7982,0,U,69715,999,1424,.10369383E-3,.3273E-4,0
STARLINK-38060,2026-147N,2026-09-20T13:31:36.185664,15.33442716,.00002553,97.2826,299.9236,356.0604,4.0637,0,U,69716,999,1424,.41215487E-3,.13253E-3,0
STARLINK-38040,2026-147P,2026-09-20T19:43:33.978720,15.33435233,.00016025,97.2873,300.1867,107.4840,252.6578,0,U,69717,999,1428,.1283094E-3,.4068E-4,0
STARLINK-37989,2026-147Q,2026-09-20T13:23:46.228416,15.33452621,.00006282,97.2843,299.9303,320.7927,39.3270,0,U,69718,999,1424,.31339294E-3,.10058E-3,0
STARLINK-38039,2026-147R,2026-09-20T13:19:51.528864,15.33451044,.00006792,97.2838,299.9361,143.0706,217.0583,0,U,69719,999,1424,.55267945E-3,.17813E-3,0
STARLINK-38003,2026-147S,2026-09-20T07:00:04.401504,15.33457428,.00012983,97.2848,299.6817,96.1904,263.9487,0,U,69720,999,1420,.36250217E-3,.11651E-3,0
STARLINK-38014,2026-147T,2026-09-20T16:19:57.976032,15.33443285,.00008071,97.2850,300.0711,107.8189,252.3142,0,U,69721,999,1426,.28437165E-3,.9116E-4,0
STARLINK-37915,2026-147U,2026-09-20T08:26:12.515136,15.33455045,.00016067,97.2848,299.7555,111.5460,248.5955,0,U,69722,999,1421,.44572366E-3,.14347E-3,0
STARLINK-38007,2026-147V,2026-09-20T13:04:11.845056,15.33450325,.00003672,97.2845,299.9496,115.3610,244.7671,0,U,69723,999,1424,.36684654E-3,.11788E-3,0
STARLINK-38008,2026-147W,2026-09-20T16:08:13.225920,15.33458750,.0000727,97.2850,300.0837,140.8524,219.2771,0,U,69724,999,1426,.45718743E-3,.1472E-3,0
STARLINK-38021,2026-147X,2026-09-20T14:30:20.264544,15.33447610,.00010551,97.2838,300.0212,132.0063,228.1269,0,U,69725,999,1425,.46991274E-3,.15127E-3,0
STARLINK-38015,2026-147Y,2026-09-20T20:45:05.391936,15.75207681,.0001028,97.2853,303.6369,80.3262,279.8119,0,U,69726,999,1451,.96666957E-3,.146668E-2,0
STARLINK-38010,2026-147Z,2026-09-20T15:23:53.549664,15.75216133,.00011876,97.2850,303.3271,92.1369,268.0032,0,U,69727,999,1447,.69521535E-3,.104967E-2,0
SXM-11,2026-148A,2026-09-20T12:57:06.183360,1.00272594,.00000294,0.0176,129.6210,332.1822,336.6108,0,U,69728,999,99,0,-.27E-6,0
HAIYANG-2E,2026-149A,2026-09-20T23:35:33.178560,13.79299797,.00003887,99.3478,269.9988,82.4537,277.6659,0,U,69737,999,1116,.37177253E-4,-.6E-7,0
STARLINK-38033,2026-150A,2026-09-20T12:10:23.801952,15.33447926,.00017877,97.2851,102.3845,90.2394,269.9054,0,U,69739,999,1373,.31683923E-3,.10169E-3,0
STARLINK-38076,2026-150B,2026-09-20T11:58:38.931744,15.33456676,.00017988,97.2867,102.3908,92.4122,267.7326,0,U,69740,999,1373,.4468839E-3,.14385E-3,0
STARLINK-38074,2026-150C,2026-09-20T12:41:43.675008,15.33461877,.00026641,97.2832,102.5056,77.6257,282.5284,0,U,69741,999,1374,.5331336E-3,.17186E-3,0
STARLINK-38041,2026-150D,2026-09-20T12:57:23.510016,15.33452441,.00016599,97.2845,102.4930,91.1575,268.9858,0,U,69742,999,1374,.6123132E-3,.19749E-3,0
STARLINK-38087,2026-150E,2026-09-20T12:45:38.185344,15.33457801,.00014423,97.2846,102.5062,74.1537,285.9864,0,U,69743,999,1374,.60435299E-3,.19494E-3,0
STARLINK-38078,2026-150F,2026-09-20T20:08:04.014240,15.33452625,.00013435,97.2837,102.6960,54.4229,305.7139,0,U,69744,999,1378,.43208003E-3,.13903E-3,0
STARLINK-38047,2026-150G,2026-09-20T20:43:18.613632,15.33437640,.00025526,97.2789,102.8078,11.7064,348.4238,0,U,69745,999,1379,.3556535E-3,.11422E-3,0
STARLINK-38046,2026-150H,2026-09-20T12:29:58.476480,15.33446523,.00014034,97.2858,102.5196,79.3309,280.8091,0,U,69746,999,1374,.50385446E-3,.16227E-3,0
STARLINK-38067,2026-150J,2026-09-20T13:20:52.512576,15.33450871,.0001729,97.2839,102.4670,84.6092,275.5348,0,U,69747,999,1374,.54661248E-3,.17616E-3,0
STARLINK-37988,2026-150K,2026-09-20T19:32:49.655040,15.33445751,.00017354,97.2857,102.7280,92.1336,268.0105,0,U,69748,999,1378,.21471636E-3,.6863E-4,0
STARLINK-37987,2026-150L,2026-09-20T13:05:13.167456,15.33471303,.0002339,97.2844,102.4846,92.6784,267.4726,0,U,69749,999,1374,.57102934E-3,.18421E-3,0
STARLINK-38037,2026-150M,2026-09-20T12:22:08.763744,15.33449987,.00018034,97.2838,102.3721,88.2803,271.8647,0,U,69750,999,1373,.59337924E-3,.19133E-3,0
STARLINK-38049,2026-150N,2026-09-20T11:50:49.319232,15.33464192,.00023825,97.2849,102.4034,85.1231,275.0284,0,U,69751,999,1373,.53033966E-3,.17096E-3,0
STARLINK-38029,2026-150P,2026-09-20T12:37:48.315360,15.33453155,.00022901,97.2832,102.5083,102.7981,257.3518,0,U,69752,999,1374,.35253299E-3,.11327E-3,0
STARLINK-37965,2026-150Q,2026-09-20T17:31:27.234048,15.33448064,.00017142,97.2852,102.6929,88.1056,272.0383,0,U,69753,999,1377,.36046861E-3,.11581E-3,0
STARLINK-38048,2026-150R,2026-09-20T13:01:18.008256,15.33433973,.00021068,97.2846,102.4906,82.9641,277.1841,0,U,69754,999,1374,.90985418E-3,.29404E-3,0
STARLINK-38006,2026-150S,2026-09-20T12:33:53.486208,15.33453401,.00018691,97.2849,102.5162,86.3661,273.7796,0,U,69755,999,1374,.60081621E-3,.19377E-3,0
STARLINK-38036,2026-150T,2026-09-20T12:26:04.342848,15.33422241,.00016032,97.2850,102.5214,95.1759,264.9666,0,U,69756,999,1374,.7238762E-4,.2261E-4,0
STARLINK-38058,2026-150U,2026-09-20T20:04:10.419744,15.33409642,.0001606,97.2837,102.7028,98.4211,261.7214,0,U,69757,999,1378,.45025912E-3,.14473E-3,0
STARLINK-38066,2026-150V,2026-09-20T13:40:28.725024,15.33455088,.000166,97.2838,102.4523,94.4132,265.7300,0,U,69758,999,1374,.54272104E-3,.17492E-3,0
STARLINK-38035,2026-150W,2026-09-20T21:18:32.506272,15.33440137,.0001621,97.2848,102.7858,90.2229,269.9199,0,U,69759,999,1379,.10538344E-3,.3328E-4,0
STARLINK-38056,2026-150X,2026-09-20T13:09:07.705440,15.33454195,.00019981,97.2835,102.4830,89.3810,270.7661,0,U,69760,999,1374,.67571029E-3,.21809E-3,0
STARLINK-38069,2026-150Y,2026-09-20T19:52:25.965984,15.33443764,.00016097,97.2844,102.7143,82.3382,277.8044,0,U,69761,999,1378,.40401518E-3,.1299E-3,0
STARLINK-38019,2026-150Z,2026-09-20T22:00:03.000096,15.49137624,.00015023,97.2850,105.4934,98.7648,265.1344,0,U,69762,999,595,.19185298E-2,.105472E-2,0
KUIPER-00258,2026-151A,2026-09-20T22:00:03.000096,14.94923696,.00088038,51.8916,217.8004,55.0469,93.7102,0,U,69763,999,307,-.23584328E-2,-.26189E-3,0
KUIPER-00526,2026-151B,2026-09-20T08:00:52.841088,14.79927724,.00007844,51.8990,235.0011,62.3512,297.7530,0,U,69764,999,1207,.29282688E-4,.2E-7,0
KUIPER-00558,2026-151C,2026-09-20T21:47:24.687168,14.79936562,.00009307,51.8977,232.3811,103.1914,256.9152,0,U,69765,999,1216,-.11764406E-3,-.1118E-4,0
KUIPER-00569,2026-151D,2026-09-20T22:15:37.582848,14.79931885,.00010139,51.9010,229.7882,45.4498,314.6547,0,U,69766,999,1220,.74571773E-4,.347E-5,0
KUIPER-00589,2026-151E,2026-09-20T15:14:11.397696,14.76535852,.00029165,51.9003,234.1606,63.8927,296.2334,0,U,69767,999,1211,.22797685E-3,.1389E-4,0
KUIPER-00598,2026-151F,2026-09-20T14:41:30.117696,14.79942493,.00006154,51.8991,226.2018,98.9625,261.1407,0,U,69768,999,1222,-.22230269E-3,-.1916E-4,0
KUIPER-00604,2026-151G,2026-09-20T22:19:39.222912,14.79952063,.00005453,51.9010,227.2926,61.2548,298.8469,0,U,69769,999,1223,.26576124E-3,.1806E-4,0
KUIPER-00609,2026-151H,2026-09-20T14:41:25.612800,14.76621518,.00024142,51.9016,226.0214,37.5932,322.5198,0,U,69770,999,1222,.22250819E-3,.1354E-4,0
KUIPER-00611,2026-151J,2026-09-20T15:01:55.306848,14.79926943,.00007638,51.8990,228.6190,67.8005,292.3039,0,U,69771,999,1219,.23492417E-3,.157E-4,0
KUIPER-00612,2026-151K,2026-09-20T22:00:03.000096,14.79917962,.00014216,51.8992,229.8572,122.3991,90.0450,0,U,69772,999,470,.10057757E-2,.7452E-4,0
KUIPER-00614,2026-151L,2026-09-20T14:37:37.114176,14.79933217,.00011067,51.8986,228.7633,60.2302,299.8771,0,U,69773,999,1218,.96644252E-4,.516E-5,0
KUIPER-00615,2026-151M,2026-09-20T14:54:07.952832,14.79939999,.00010857,51.9011,233.5958,134.2350,225.8702,0,U,69774,999,1212,.1857186E-3,.1195E-4,0
KUIPER-00616,2026-151N,2026-09-20T22:00:03.000096,14.86118887,.00037867,51.8994,217.4836,143.6281,25.8529,0,U,69775,999,284,-.54940788E-2,-.48523E-3,0
KUIPER-00617,2026-151P,2026-09-20T14:21:08.298144,14.79956964,.00004558,51.8989,223.7647,172.1264,187.9705,0,U,69776,999,1225,.29781528E-3,.2051E-4,0
KUIPER-00619,2026-151Q,2026-09-20T14:49:29.749152,14.76585926,.00015705,51.9006,225.9389,150.1953,209.9098,0,U,69777,999,1222,.22505129E-3,.137E-4,0
KUIPER-00621,2026-151R,2026-09-20T21:55:12.484416,14.79931633,.0000679,51.9027,227.3648,80.9922,279.1117,0,U,69778,999,1223,.85148276E-4,.428E-5,0
KUIPER-00622,2026-151S,2026-09-20T11:43:29.404992,14.76568758,.00012218,51.9003,233.2134,71.2812,288.8282,0,U,69779,999,1211,.21677765E-3,.1312E-4,0
KUIPER-00623,2026-151T,2026-09-20T15:22:16.188096,14.79915472,.00011858,51.8967,231.0836,103.0782,257.0313,0,U,69780,999,1215,.28821257E-3,.1976E-4,0
KUIPER-00626,2026-151U,2026-09-20T14:17:11.328864,14.79941191,.00011024,51.8985,226.2510,108.7375,251.3707,0,U,69781,999,1222,-.30188129E-3,-.2522E-4,0
KUIPER-00627,2026-151V,2026-09-20T22:00:03.000096,14.83539137,.00069424,51.8998,219.9056,114.2149,285.7992,0,U,69782,999,359,-.53231724E-2,-.44211E-3,0
KUIPER-00629,2026-151W,2026-09-20T14:01:37.496064,14.79921918,.00005091,51.9014,236.2602,110.2451,249.8566,0,U,69783,999,1208,.32683402E-3,.2271E-4,0
KUIPER-00631,2026-151X,2026-09-20T16:03:10.266048,14.79955222,.00007284,51.9008,235.9464,98.7440,261.3605,0,U,69784,999,1209,-.6952147E-3,-.5519E-4,0
KUIPER-00634,2026-151Y,2026-09-20T06:51:49.488480,14.79930283,.00008424,51.8989,232.6449,94.8734,265.2324,0,U,69785,999,1210,.30101171E-3,.2074E-4,0
KUIPER-00639,2026-151Z,2026-09-20T22:00:03.000096,14.83508954,.001007,51.9013,219.8863,35.7602,184.6416,0,U,69786,999,577,-.65471815E-2,-.54234E-3,0
KUIPER-00641,2026-151AA,2026-09-20T22:00:03.000096,14.79921680,.0002432,51.8986,222.3610,131.1670,218.2255,0,U,69787,999,543,.53600827E-3,.3866E-4,0
KUIPER-00644,2026-151AB,2026-09-20T22:00:03.000096,15.01443373,.00082033,51.8899,215.7714,58.6169,19.5248,0,U,69788,999,503,-.16458535E-2,-.21715E-3,0
KUIPER-00646,2026-151AC,2026-09-20T14:45:20.557728,14.79926220,.00013234,51.8957,223.7788,139.1103,220.9959,0,U,69789,999,1225,-.37510165E-4,-.507E-5,0
KUIPER-00647,2026-151AD,2026-09-20T22:00:03.000096,14.81641839,.00053246,51.8985,221.9741,94.5124,154.5701,0,U,69790,999,462,-.67888314E-2,-.53724E-3,0
KUIPER-00662,2026-151AE,2026-09-20T10:22:57.275904,14.79912365,.00001752,51.9017,236.9889,48.7773,311.3205,0,U,69791,999,1205,.2916771E-3,.2002E-4,0
LINK,2026-152A,2026-09-19T23:16:44.126688,16.01198011,.0002787,20.5826,164.3612,7.2634,352.7859,0,U,69792,999,1242,.23192E-2,.1342099E-1,.9232E-3
ISS OBJECT YJ,1998-067YJ,2026-09-20T20:29:05.574336,15.54029274,.00084765,51.6300,185.1472,174.3460,185.7628,0,U,69794,999,1250,.43139899E-3,.28111E-3,0
PROVES-ELECTRA,1998-067YK,2026-09-20T04:09:42.597216,15.58134569,.00082162,51.6287,187.3546,162.3072,197.8208,0,U,69795,999,1241,.78870861E-3,.60605E-3,0
ISS OBJECT YL,1998-067YL,2026-09-20T02:14:37.218048,15.55964496,.0009429,51.6306,188.3206,170.6136,189.5034,0,U,69796,999,1238,.62303559E-3,.43951E-3,0
ISS OBJECT YM,1998-067YM,2026-09-20T03:46:35.950656,15.55922864,.00106739,51.6295,187.9948,166.9071,193.2199,0,U,69797,999,1238,.61138224E-3,.43071E-3,0
