OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-09-20T23:36:24.024096,13.76708987,.00260064,90.2179,73.9874,6.8250,155.6529,0,U,900,999,8460,.42459677E-3,.427E-5,0
CALSPHERE 2,1964-063E,2026-09-20T17:22:42.882816,13.52906459,.00171663,90.2291,78.0400,314.3962,56.7386,0,U,902,999,86918,.33275004E-4,.31E-6,0
LCS 1,1965-034C,2026-09-20T09:27:03.945888,9.89310770,.00111164,32.1440,310.9779,100.2673,259.9078,0,U,1361,999,21931,.76943999E-3,.14E-6,0
TEMPSAT 1,1965-065E,2026-09-20T14:20:52.942272,13.33598819,.00692612,90.0071,212.6158,342.3528,192.5007,0,U,1512,999,97276,.71883721E-4,.44E-6,0
CALSPHERE 4A,1965-065H,2026-09-20T22:24:13.216320,13.36291766,.00690797,89.8892,121.5187,192.0319,299.0912,0,U,1520,999,97549,.10834963E-3,.66E-6,0
OPS 5712 (P/L 160),1967-053A,2026-09-20T22:19:27.069888,14.78774828,.0003823,69.9162,163.4181,268.4166,91.6544,0,U,2826,999,8038,.53896842E-3,.3891E-4,0
LES-5,1967-066E,2026-09-20T11:38:48.950592,1.09426057,.00521393,2.8392,93.5914,214.8101,132.4011,0,U,2866,999,13207,0,-.11E-5,0
SURCAL 159,1967-053F,2026-09-20T10:09:49.444416,13.99621045,.00078497,69.9742,155.7503,331.6986,28.3694,0,U,2872,999,2353,.54796693E-4,.26E-6,0
OPS 5712 (P/L 153),1967-053H,2026-09-20T10:26:11.239584,13.96839647,.00047107,69.9718,271.1473,60.1607,299.9967,0,U,2874,999,2009,.46772942E-4,.12E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-09-20T22:43:43.103424,14.37960153,.0057428,87.6203,312.2301,275.1944,84.2704,0,U,5398,999,88764,.10507624E-3,.341E-5,0
OSCAR 7 (AO-7),1974-089B,2026-09-20T20:17:16.141344,12.53699611,.0011992,101.9920,278.0916,309.8790,223.8561,0,U,7530,999,37250,.33811067E-4,-.41E-6,0
STARLETTE,1975-010A,2026-09-20T22:49:38.355168,13.82351652,.02056,49.8227,86.5972,19.4111,341.4470,0,U,7646,999,60778,.325037E-5,-.14E-5,0
LAGEOS 1,1976-039A,2026-09-20T12:06:38.742048,6.38664886,.00446086,109.8187,211.9566,281.8415,229.1035,0,U,8820,999,91922,0,.1E-7,0
PHASE 3B (AO-10),1983-058B,2026-09-20T01:00:59.780448,2.05869937,.598033,25.9788,204.0605,141.6651,281.5604,0,U,14129,999,29744,0,-.6E-6,0
UOSAT 2 (UO-11),1984-021B,2026-09-20T15:49:08.593536,14.91002405,.00064423,97.8182,228.2394,220.0493,140.0251,0,U,14781,999,27135,.10904213E-3,.1022E-4,0
AJISAI (EGS),1986-061A,2026-09-20T22:48:35.578656,12.44517429,.00113608,50.0080,212.9253,63.9649,45.2037,0,U,16908,999,49231,-.5170169E-5,-.98E-6,0
TDRS 3,1988-091B,2026-09-20T05:08:16.452384,1.00272930,.00382867,12.5319,340.3632,352.1344,54.9007,0,U,19548,999,12634,0,-.295E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-09-20T11:20:45.423744,2.13156096,.00234244,65.0064,68.9402,217.3868,145.7571,0,U,19751,999,29340,0,.35E-6,0
COSMOS 2024 (ETALON 2),1989-039C,2026-09-20T06:00:16.492032,2.13204769,.00208883,64.8723,307.2555,212.1970,154.3399,0,U,20026,999,29053,0,-.15E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2026-09-20T18:03:45.745056,1.00270159,.00030486,12.3970,350.5756,229.6071,176.1591,0,U,20253,999,26152,0,-.364E-5,0
LUSAT (LO-19),1990-005G,2026-09-20T20:00:55.714752,14.34144808,.00104913,98.8819,288.2602,287.1686,72.8349,0,U,20442,999,91610,.31525849E-4,.41E-6,0
HST,1990-037B,2026-09-20T08:43:38.557344,15.31701831,.00018755,28.4728,149.5930,116.6017,243.4771,0,U,20580,999,80317,.1402398E-3,.4652E-4,0
TDRS 5,1991-054B,2026-09-16T09:11:36.306240,1.00281594,.0009292,14.0607,353.0930,251.3156,81.4722,0,U,21639,999,12862,0,.84E-6,0
TDRS 6,1993-003B,2026-09-20T23:08:22.401024,1.00272773,.00096828,14.1861,356.3357,202.8449,102.0010,0,U,22314,999,12336,0,-.291E-5,0
SCD 1,1993-009B,2026-09-20T21:35:54.371040,14.46150295,.00421745,24.9707,336.5921,71.1437,89.4468,0,U,22490,999,77498,.31497726E-4,.301E-5,0
UFO 2 (USA 95),1993-056A,2026-09-17T22:38:28.597920,1.00272802,.00019526,11.9282,3.0270,242.9212,119.1892,0,U,22787,999,11948,0,.124E-5,0
STELLA,1993-061B,2026-09-20T23:05:53.685024,14.27472479,.00057091,98.7627,328.5104,326.8417,210.3326,0,U,22824,999,71843,-.2576146E-5,-.51E-6,0
EYESAT A (AO-27),1993-061C,2026-09-20T22:25:55.777440,14.30962179,.00085291,98.6788,331.2688,172.0347,188.0973,0,U,22825,999,72069,.27207192E-4,.27E-6,0
ITAMSAT (IO-26),1993-061D,2026-09-20T02:47:50.879040,14.31391062,.0009321,98.6736,330.3794,158.3201,201.8378,0,U,22826,999,72089,.29245765E-4,.33E-6,0
RADIO ROSTO (RS15),1994-085A,2026-09-20T08:49:57.789408,11.27583935,.01592757,64.8154,149.2817,346.7962,12.8818,0,U,23439,999,30663,.49157149E-4,-.41E-6,0
UFO 4 (USA 108),1995-003A,2026-09-19T15:14:56.274720,1.00269973,.00030083,9.7028,12.7651,165.3124,221.5410,0,U,23467,999,11590,0,-.21E-6,0
TDRS 7,1995-035B,2026-09-20T16:42:00.290880,1.00271847,.00107523,13.2984,347.5233,98.6128,253.2061,0,U,23613,999,11420,0,-.237E-5,0
USA 115 (MILSTAR-1 2),1995-060A,2026-09-20T22:05:21.124896,1.00274889,.00062376,14.1071,3.0204,159.1216,79.0440,0,U,23712,999,3384,0,-.2E-5,0
POLAR,1996-013A,2026-09-20T13:08:17.246112,1.29845778,.6559533,80.0102,225.9084,205.7781,96.7364,0,U,23802,999,14609,0,.151E-5,0
INMARSAT 3-F1,1996-020A,2026-09-19T15:48:14.991840,1.00003580,.0007081,10.7950,45.7345,155.0923,203.1654,0,U,23839,999,11119,0,-.102E-5,0
USA 119,1996-029A,2026-09-20T11:27:44.316864,13.46509672,.08560029,63.3175,302.6239,50.6934,316.6873,0,U,23893,999,11810,.11448023E-3,.609E-5,0
JAS-2 (FO-29),1996-046B,2026-09-20T12:53:20.042592,13.53278379,.03493722,98.5163,99.3359,208.8473,149.2950,0,U,24278,999,48606,.41026079E-4,.4E-7,0
INMARSAT 3-F2,1996-053A,2026-09-18T12:08:28.000032,0.99979168,.0005694,10.0638,52.9607,123.2997,56.2790,0,U,24307,999,10985,0,.113E-5,0
INMARSAT 3-F3,1996-070A,2026-09-20T18:22:27.486624,0.99990394,.00061568,10.5216,48.7054,157.2268,16.4751,0,U,24674,999,10886,0,-.286E-5,0
NAVSTAR 43 (USA 132),1997-035A,2026-09-19T10:23:58.860960,2.00564524,.01060195,56.0492,94.8895,58.9668,302.1365,0,U,24876,999,21384,0,.18E-6,0
FORTE,1997-047A,2026-09-20T03:37:00.569856,14.27975783,.00205209,69.9535,159.5198,155.5347,204.6754,0,U,24920,999,51224,.58767108E-4,.88E-6,0
USA 134,1997-065A,2026-09-20T09:37:50.613600,1.00269548,.00026956,12.8966,20.9870,265.5276,105.0031,0,U,25019,999,3391,0,-.61E-6,0
ORBCOMM FM06,1997-084G,2026-09-19T18:14:49.284960,14.47755185,.00020392,45.0147,317.3603,260.2191,192.6000,0,U,25118,999,50809,.22523435E-3,.694E-5,0
INMARSAT 3-F5,1998-006B,2026-09-20T06:14:43.164384,1.00272823,.00045074,9.9008,52.2814,126.3005,220.3099,0,U,25153,999,10484,0,-.291E-5,0
ORBCOMM FM04,1998-007C,2026-09-20T13:33:23.484096,14.35870528,.00401734,107.9604,5.7208,162.2768,197.9783,0,U,25159,999,49028,.21889789E-3,.508E-5,0
CELESTIS-02 & TAURUS R/B,1998-007D,2026-09-20T14:35:08.558880,14.22506324,.00630564,108.0050,165.0129,328.8125,93.4351,0,U,25160,999,48408,.37769795E-4,-.44E-6,0
TECHSAT 1B (GO-32),1998-043D,2026-09-20T14:15:48.904128,14.24443464,.00007297,99.0159,258.7982,359.0153,1.1024,0,U,25397,999,46491,.28806577E-4,.2E-6,0
WESTPAC,1998-043E,2026-09-20T12:55:30.482400,14.23057788,.00006571,99.0245,251.8895,348.2776,11.8386,0,U,25398,999,46450,.1407143E-4,-.15E-6,0
ORBCOMM FM19,1998-046C,2026-09-20T07:14:00.159936,14.39643484,.00042545,44.9929,151.3917,52.6049,41.1894,0,U,25415,999,47048,.21617966E-3,.539E-5,0
ORBCOMM FM20,1998-046D,2026-09-20T09:24:29.752128,14.38176541,.00017463,44.9932,159.9469,21.0401,339.0519,0,U,25416,999,47049,.16412265E-3,.36E-5,0
ORBCOMM FM27,1998-053G,2026-09-20T23:31:16.100544,14.39284074,.00027155,45.0045,240.3121,310.5348,49.5264,0,U,25481,999,46403,.21055761E-3,.517E-5,0
SCD 2,1998-060A,2026-09-20T22:04:20.105760,14.45554475,.0016921,24.9943,201.7652,55.5422,356.4052,0,U,25504,999,47419,.41581506E-4,.331E-5,0
ISS (ZARYA),1998-067A,2026-09-20T18:54:10.699776,15.49200337,.00048194,51.6308,186.9475,163.3027,196.8121,0,U,25544,999,58657,.14793154E-3,.7766E-4,0
SWAS,1998-071A,2026-09-20T13:09:05.537664,15.10126154,.00028552,69.8975,341.5056,124.0142,236.1294,0,U,25560,999,51166,.14461935E-3,.2258E-4,0
ISS (UNITY),1998-069F,2026-09-20T18:54:10.699776,15.49200337,.00048194,51.6308,186.9475,163.3027,196.8121,0,U,25575,999,58674,.14793154E-3,.7766E-4,0
DLR-TUBSAT,1999-029B,2026-09-20T20:14:54.377088,14.52445803,.00152034,98.6774,262.5317,61.7346,298.5380,0,U,25757,999,44713,.23198404E-4,.46E-6,0
CXO,1999-040B,2026-09-21T13:52:52.584096,0.37796833,.76874294,57.4713,114.1840,309.3021,0.4302,0,U,25867,999,1768,0,.964E-5,0
ABS-6,1999-053A,2026-09-20T17:30:51.435072,1.00269877,.00013631,0.0285,134.6933,67.7221,218.9333,0,U,25924,999,9879,0,0,0
NAVSTAR 46 (USA 145),1999-055A,2026-09-20T00:50:25.327104,2.00557610,.01045841,51.3778,291.3092,180.3861,186.3140,0,U,25933,999,19748,0,-.17E-6,0
UFO 10 (USA 146),1999-063A,2026-09-20T03:07:36.234336,1.00275408,.00042166,9.9269,26.6930,195.1726,161.1531,0,U,25967,999,9829,0,-.187E-5,0
ORBCOMM FM32,1999-065C,2026-09-20T22:33:47.367648,14.37244978,.00065929,45.0147,79.9595,171.1629,188.9337,0,U,25982,999,40086,.1718315E-3,.374E-5,0
XMM-NEWTON,1999-066A,2026-09-22T02:08:06.034272,0.50124476,.46487449,63.9811,281.7312,63.1536,0.1689,0,U,25989,999,2349,0,.159E-5,0
TERRA,1999-068A,2026-09-20T21:53:54.119616,14.61162838,.00009858,97.9361,309.6188,310.2436,224.8631,0,U,25994,999,42358,.43167334E-4,.168E-5,0
ASIASTAR,2000-016A,2026-09-20T20:20:19.997952,1.00272481,.00039275,9.3480,57.1003,124.9446,227.8066,0,U,26107,999,9687,0,-.333E-5,0
IMAGE,2000-017A,2026-09-15T09:30:27.688320,1.68668625,.73749339,94.2859,316.5027,277.7380,11.9141,0,U,26113,999,16302,0,.95E-6,0
USA 149 (DSP 20),2000-024A,2026-09-18T13:19:28.415136,0.99196463,.0012013,13.2681,11.2449,40.5039,265.0551,0,U,26356,999,3385,0,-.249E-5,0
TDRS 8,2000-034A,2026-09-20T20:28:38.900928,1.00269764,.00010939,12.8331,30.4915,123.9213,237.2715,0,U,26388,999,9614,0,-.192E-5,0
ISS (ZVEZDA),2000-037A,2026-09-20T18:54:10.699776,15.49200337,.00048194,51.6308,186.9475,163.3027,196.8121,0,U,26400,999,58686,.14793154E-3,.7766E-4,0
NAVSTAR 48 (USA 151),2000-040A,2026-09-20T06:21:23.867712,2.00558455,.01179282,54.8376,211.3889,303.9417,229.1116,0,U,26407,999,19185,0,0,0
NSS-11,2000-059A,2026-09-20T20:34:38.764704,1.00273017,.00030617,2.3661,80.1433,110.2245,294.0588,0,U,26554,999,4225,0,.22E-6,0
USA 153,2000-065A,2026-09-20T19:43:16.500864,1.00268185,.00016031,11.7879,34.6018,139.4091,255.9009,0,U,26575,999,3389,0,-.323E-5,0
AMC-6,2000-067A,2026-09-20T16:16:47.037216,1.00272726,.00043592,0.3900,83.5664,104.9551,280.2139,0,U,26580,999,9485,0,.84E-6,0
NAVSTAR 49 (USA 154),2000-071A,2026-09-20T09:02:06.218304,2.00561420,.01745792,55.6839,91.1951,267.0641,272.8463,0,U,26605,999,18942,0,.28E-6,0
ISS (DESTINY),2001-006B,2026-09-20T18:54:10.699776,15.49200337,.00048194,51.6308,186.9475,163.3027,196.8121,0,U,26700,999,58690,.14793154E-3,.7766E-4,0
USA 157 (MILSTAR-2 2),2001-009A,2026-09-20T11:05:57.870240,1.00268530,.00428022,11.6476,19.1489,179.5993,177.1230,0,U,26715,999,3389,0,.111E-5,0
BSAT-2A,2001-011B,2026-09-20T11:32:31.568352,0.99175458,.00066773,10.9324,46.5849,186.8977,198.8937,0,U,26720,999,9292,0,.2E-7,0
OMNI-M1,2001-026A,2026-09-19T12:03:58.388832,3.92403132,.00144033,44.8075,223.5277,69.3116,290.8568,0,U,26857,999,20927,0,-.3E-7,0
INTELSAT 902 (IS-902),2001-039A,2026-09-20T23:07:26.954688,1.00271998,.00040337,6.3526,70.5689,110.2522,115.7841,0,U,26900,999,9165,0,-.284E-5,0
PCSAT (NO-44),2001-043C,2026-09-20T13:36:38.113056,14.31985094,.0005843,67.0532,357.5693,272.9982,87.0452,0,U,26931,999,30410,.43517784E-4,.34E-6,0
PROBA-1,2001-049B,2026-09-20T23:20:58.807104,15.07819961,.0054939,97.9631,275.8870,157.4492,202.9167,0,U,26958,999,35805,.1021261E-3,.1546E-4,0
TIMED,2001-055B,2026-09-20T16:14:21.600960,14.95464997,.00017204,74.0680,42.7210,231.3127,128.7904,0,U,26998,999,34509,.73252724E-4,.771E-5,0
MAROC-TUBSAT,2001-056D,2026-09-20T12:11:38.224320,13.70265698,.00190605,99.8136,82.2008,258.6399,164.7377,0,U,27004,999,23924,.25177975E-4,-.25E-6,0
COSMOS 2385,2001-058B,2026-09-20T22:43:44.508288,12.60566135,.0007033,82.5403,158.6312,25.2283,102.4909,0,U,27056,999,13784,-.72816817E-3,-.117E-5,0
COSMOS 2386,2001-058C,2026-09-20T23:13:25.275360,12.61617585,.00008268,82.5467,152.8756,80.0316,280.0868,0,U,27057,999,13858,-.29098373E-4,.5E-7,0
USA 164 (MILSTAR-2 3),2002-001A,2026-09-20T17:05:15.229248,1.00271770,.00982783,11.2944,21.3027,10.4128,243.1303,0,U,27168,999,3391,0,.99E-6,0
INTELSAT 904 (IS-904),2002-007A,2026-09-20T20:11:31.872768,1.00272063,.00031418,7.1524,67.9948,111.4424,91.7185,0,U,27380,999,5272,0,-.226E-5,0
AQUA,2002-022A,2026-09-20T22:02:47.414976,14.62207538,.00014554,98.4402,235.1712,64.9556,311.0647,0,U,27424,999,29726,.96961357E-4,.439E-5,0
DIRECTV 5 (TEMPO 1),2002-023A,2026-09-20T14:41:11.203008,1.00272102,.00032108,5.1146,74.0716,94.9397,300.7112,0,U,27426,999,8908,0,-.6E-6,0
INTELSAT 905 (IS-905),2002-027A,2026-09-20T14:33:26.944704,1.00272496,.00032276,6.9866,68.6076,138.3626,233.7068,0,U,27438,999,5232,0,.92E-6,0
GALAXY 3C (G-3C),2002-030A,2026-09-20T19:53:30.880896,1.00272401,.00016233,3.9816,76.7674,43.1095,83.3890,0,U,27445,999,4745,0,-.155E-5,0
COSMOS 2390,2002-036A,2026-09-20T22:34:50.882880,12.44624807,.0026464,82.4802,285.0818,50.8158,309.5267,0,U,27464,999,9958,-.15253547E-3,-.12E-6,0
COSMOS 2391,2002-036B,2026-09-20T22:23:07.643040,12.44947942,.00272228,82.4793,281.5784,44.9180,315.4097,0,U,27465,999,9976,-.72141039E-4,0,0
INTELSAT 906 (IS-906),2002-041A,2026-09-20T16:30:01.733184,1.00271219,.00032023,6.0391,71.7003,125.9942,113.5476,0,U,27513,999,8798,0,.11E-6,0
LATINSAT B,2002-058B,2026-09-20T10:01:58.299168,14.77127263,.00854072,64.5552,318.8192,251.3664,107.8152,0,U,27606,999,27616,.64470415E-4,.332E-5,0
SAUDISAT 1C (SO-50),2002-058C,2026-09-20T07:07:06.631392,14.83220028,.00716709,64.5524,194.6776,244.9843,114.3809,0,U,27607,999,27856,.86947485E-4,.587E-5,0
LATINSAT A,2002-058H,2026-09-20T22:49:21.384480,14.85611314,.00470911,64.5557,24.2107,233.4479,126.2290,0,U,27612,999,28185,.82446663E-4,.574E-5,0
NIMIQ 2,2002-062A,2026-09-20T11:27:56.018016,1.00272895,.00058022,9.6614,55.8586,118.4807,247.8153,0,U,27632,999,4514,0,-.69E-6,0
CORIOLIS,2003-001A,2026-09-20T12:51:06.555456,14.19967096,.00130143,98.7172,268.9830,300.9744,59.0153,0,U,27640,999,22775,.36285166E-4,.33E-6,0
SORCE,2003-004A,2026-09-20T21:27:53.808192,15.04131797,.00171182,39.9906,75.4402,14.7997,345.3295,0,U,27651,999,28631,.13307615E-3,.1729E-4,0
NAVSTAR 51 (USA 166),2003-005A,2026-09-17T20:36:16.192800,2.00555608,.01505617,54.8679,211.2898,53.6734,317.9316,0,U,27663,999,17317,0,.17E-6,0
USA 167,2003-008A,2026-09-20T10:41:56.719968,1.00273767,.00028887,11.1467,42.5251,286.9499,68.2993,0,U,27691,999,772,0,.6E-7,0
NAVSTAR 52 (USA 168),2003-010A,2026-09-20T07:06:49.817952,1.91455023,.0006772,54.7482,321.6744,254.2083,103.4569,0,U,27704,999,17174,0,-.71E-6,0
USA 169 (MILSTAR-2 4),2003-012A,2026-09-20T03:43:38.498880,1.00271099,.00965513,12.4784,28.1908,12.3670,166.6289,0,U,27711,999,3390,0,-.195E-5,0
ASIASAT 4,2003-014A,2026-09-20T18:40:38.582976,1.00272590,.00027152,4.9423,74.4944,109.6473,243.2582,0,U,27718,999,4625,0,-.224E-5,0
HELLAS-SAT 2,2003-020A,2026-09-20T18:35:00.907584,1.00272878,.00079827,7.5855,66.7015,142.3533,59.4188,0,U,27811,999,4380,0,-.84E-6,0
THURAYA-2,2003-026A,2026-09-19T12:02:50.234784,1.00272665,.0000383,8.9843,31.5004,73.7419,117.8922,0,U,27825,999,8529,0,.124E-5,0
OPTUS C1,2003-028B,2026-09-20T17:39:39.091104,1.00272636,.00055066,7.1221,68.2107,108.3152,243.7920,0,U,27831,999,5401,0,-.152E-5,0
MOST,2003-031D,2026-09-20T22:48:24.130656,14.21338555,.00094516,98.7087,270.3556,342.4502,17.6347,0,U,27843,999,20431,.33132699E-4,.28E-6,0
CUTE-1 (CO-55),2003-031E,2026-09-20T20:29:16.056384,14.24383613,.0008383,98.6774,271.2265,267.8635,92.1584,0,U,27844,999,20529,.89221057E-4,.162E-5,0
CUBESAT XI-IV (CO-57),2003-031J,2026-09-20T12:56:05.280000,14.23661922,.00083682,98.6806,270.5513,290.6978,69.3303,0,U,27848,999,20494,.80630348E-4,.14E-5,0
SCISAT 1,2003-036A,2026-09-20T13:46:58.441728,14.81542134,.00069693,73.9323,341.8052,12.5236,347.6112,0,U,27858,999,24557,.40468734E-4,.281E-5,0
COSMOS 2400,2003-037A,2026-09-20T23:59:36.798144,12.45191560,.00209217,82.4660,269.7667,202.9082,157.1067,0,U,27868,999,4946,.34441954E-3,.59E-6,0
COSMOS 2401,2003-037B,2026-09-20T22:30:52.157088,12.45504458,.00217627,82.4651,266.1414,198.1508,161.8799,0,U,27869,999,4969,.11782559E-3,.27E-6,0
USA 170,2003-040A,2026-09-20T13:36:47.377728,1.00273038,.00017302,10.6982,47.0137,164.8536,15.8917,0,U,27875,999,3395,0,.126E-5,0
MOZHAETS 4 (RS22),2003-042A,2026-09-20T23:26:57.156288,14.73606558,.00107013,98.3485,91.0723,331.3483,195.0951,0,U,27939,999,22965,.9640668E-4,.574E-5,0
LARETS,2003-042F,2026-09-20T22:41:18.740256,14.63882058,.00135123,98.4268,68.2255,97.0586,263.2153,0,U,27944,999,22737,.13233323E-4,.19E-6,0
GALAXY 13 (HORIZONS-1),2003-044A,2026-09-20T16:12:32.444064,1.00271706,.00016638,1.6594,82.4946,106.4366,263.7662,0,U,27954,999,4753,0,.129E-5,0
DMSP 5D-3 F16 (USA 172),2003-048A,2026-09-20T22:32:21.960384,14.14491299,.00061928,98.9860,288.3864,230.4293,178.0148,0,U,28054,999,18302,.31289247E-4,.15E-6,0
CHUANGXIN 1 (CX-1),2003-049B,2026-09-20T23:28:14.185344,14.48622252,.00112743,98.4948,163.6847,250.7953,109.2021,0,U,28058,999,21014,.41132656E-4,.109E-5,0
YAMAL 202,2003-053A,2026-09-20T17:41:53.875968,1.00271982,.0004766,6.5780,69.7338,130.4499,228.4913,0,U,28089,999,8365,0,-.81E-6,0
UFO 11 (USA 174),2003-057A,2026-09-20T22:24:36.145152,1.00271454,.00038569,9.0363,33.3077,161.2382,216.8403,0,U,28117,999,8341,0,-.102E-5,0
NAVSTAR 53 (USA 175),2003-058A,2026-09-18T23:38:01.069440,1.92678577,.00009657,55.0787,19.8030,279.5326,80.4676,0,U,28129,999,16627,0,-.91E-6,0
USA 176 (DSP 22),2004-004A,2026-09-18T06:24:08.303328,0.98862135,.0014484,12.1826,25.3651,279.6377,73.3330,0,U,28158,999,3386,0,-.101E-5,0
ABS-4 (MOBISAT-1),2004-007A,2026-09-20T13:47:23.859744,1.00269071,.00052367,6.2760,70.8016,111.8355,84.7236,0,U,28184,999,5329,0,.37E-6,0
NAVSTAR 54 (USA 177),2004-009A,2026-09-20T03:07:56.415648,2.00573600,.01181505,54.7573,271.8427,176.6731,189.1111,0,U,28190,999,16485,0,.23E-6,0
SHIYAN-1 (SY-1),2004-012A,2026-09-20T04:04:05.032416,15.35987592,.00059494,97.8632,347.5403,52.6785,307.4998,0,U,28220,999,22566,.28958655E-3,.10065E-3,0
INTELSAT 10-02,2004-022A,2026-09-20T20:20:16.034784,1.00272697,.00000353,0.0329,254.4114,326.1195,83.2824,0,U,28358,999,8151,0,-.15E-6,0
NAVSTAR 55 (USA 178),2004-023A,2026-09-17T21:08:29.834304,2.00561299,.0158724,54.9330,82.9684,304.2584,57.2172,0,U,28361,999,16290,0,-.6E-7,0
APRIZESAT 2,2004-025A,2026-09-20T21:16:15.059424,14.38068503,.01046825,98.1131,64.5109,321.7846,37.5954,0,U,28366,999,16539,.36539324E-4,.74E-6,0
SAUDICOMSAT 1,2004-025D,2026-09-20T13:43:18.411168,14.55528400,.00333408,98.5792,276.2901,91.3067,269.1949,0,U,28369,999,17800,.52457879E-4,.18E-5,0
SAUDICOMSAT 2,2004-025E,2026-09-20T13:25:47.042400,14.50026623,.00549953,98.6650,278.5059,331.7222,28.0988,0,U,28370,999,17392,.48372242E-4,.141E-5,0
SAUDISAT 2,2004-025F,2026-09-20T23:40:28.157664,14.56728153,.00248066,98.5570,266.4741,5.4049,354.7411,0,U,28371,999,17969,.43615783E-4,.146E-5,0
APRIZESAT 1,2004-025G,2026-09-20T13:00:40.676544,14.51819496,.00437053,98.6322,276.8745,224.2849,135.4845,0,U,28372,999,17574,.41197749E-4,.118E-5,0
AURA,2004-026A,2026-09-20T21:51:00.573984,14.61446444,.00013982,98.3525,221.2106,67.5543,292.5806,0,U,28376,999,18019,.10048964E-3,.449E-5,0
ANIK F2,2004-027A,2026-09-20T11:28:44.474592,1.00272718,.00030678,3.5264,78.1810,85.1154,257.1736,0,U,28378,999,4221,0,-.53E-6,0
COSMOS 2407,2004-028A,2026-09-20T05:12:17.525664,13.76340660,.00388165,82.9650,4.4436,348.5813,21.4678,0,U,28380,999,11295,.30790017E-4,.45E-6,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-09-20T20:10:00.479712,15.19147482,.0006775,97.5824,291.2552,150.1887,209.9734,0,U,28413,999,20198,.21709012E-3,.4494E-4,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-09-20T22:55:52.051584,15.06880761,.00050345,97.6051,280.6299,152.7465,207.4027,0,U,28414,999,20124,.56594355E-4,.783E-5,0
COSMOS 2408,2004-037A,2026-09-20T23:41:08.369952,12.45682363,.00171075,82.4798,265.8423,60.6270,299.6517,0,U,28419,999,99983,.54651717E-3,.89E-6,0
COSMOS 2409,2004-037B,2026-09-20T23:23:20.702688,12.45324811,.00147996,82.4800,269.1193,71.5940,288.6749,0,U,28420,999,99947,.50477603E-3,.82E-6,0
AMC-15,2004-041A,2026-09-20T12:59:58.407072,1.00272538,.00019807,0.0166,278.8070,240.5416,290.0464,0,U,28446,999,8025,0,-.93E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-09-20T09:50:36.466656,15.19904585,.00313939,97.2891,53.6441,246.0513,113.7433,0,U,28470,999,20224,.1212879E-3,.2569E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-09-20T02:36:56.018016,2.00560172,.01723625,55.0741,321.0674,318.7580,95.4273,0,U,28474,999,16033,0,-.67E-6,0
SWIFT,2004-047A,2026-09-20T22:52:58.088640,15.82707819,.00035233,20.5502,160.0267,285.1836,74.8223,0,U,28485,999,20197,.66000654E-3,.149841E-2,0
NANOSAT-1,2004-049B,2026-09-20T09:55:46.716960,14.80315990,.00038862,98.2415,42.4892,5.7538,354.3717,0,U,28493,999,16953,.88261005E-4,.617E-5,0
COSMOS 2414,2005-002A,2026-09-20T13:15:50.180832,13.87934446,.00412839,82.9527,331.5162,58.7011,301.8184,0,U,28521,999,9704,.2482882E-4,.46E-6,0
NSS-10,2005-003A,2026-09-20T18:27:16.650144,1.00272373,.00031316,6.6834,69.2540,101.5370,68.2648,0,U,28526,999,5411,0,-.253E-5,0
INMARSAT 4-F1,2005-009A,2026-09-20T15:06:38.769696,1.00272583,.00027101,5.3008,42.8131,138.9589,222.5457,0,U,28628,999,7863,0,.32E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-09-20T13:36:19.462752,14.91248302,.00026513,97.5291,282.3070,95.6297,264.5225,0,U,28649,999,15803,.63723914E-4,.581E-5,0
DIRECTV 8,2005-019A,2026-09-20T08:45:46.130400,1.00263880,.00025769,0.0243,246.4336,291.6269,193.5956,0,U,28659,999,7802,0,-.2E-7,0
GALAXY 28 (G-28),2005-022A,2026-09-20T20:12:46.753056,1.00270092,.00017859,3.5387,77.6834,107.1058,91.0406,0,U,28702,999,5293,0,-.203E-5,0
SJ-7,2005-024A,2026-09-20T13:00:24.882624,15.22720108,.00166028,97.7232,296.2657,63.7666,296.5274,0,U,28737,999,16253,.20503586E-3,.4723E-4,0
THAICOM 4,2005-028A,2026-09-20T16:30:38.596608,1.00271249,.00004479,0.4849,84.4902,49.7533,232.4885,0,U,28786,999,5320,0,-.366E-5,0
REIMEI (INDEX),2005-031B,2026-09-20T14:24:03.637440,15.11679843,.00199561,98.0252,32.2255,144.7627,215.4926,0,U,28810,999,14540,.17662741E-3,.2947E-4,0
